age,gender,employment_status,state_of_residence,total_monthly_inflow,total_monthly_outflow,transaction_frequency,salary_payment_detected,end_of_month_balance,highest_credit_amount,highest_debit_amount,gambling_transactions_count,loan_related_transactions_count,previous_loan_taken,previous_loan_amount,repayment_status,missed_payment_count,airtime_spend_per_month,data_subscription_spend,loan_defaulted
44,Male,Self-employed,Cross River,57891,41038,30,Yes,39032,36842,23066,0,1,Yes,67382,On-time,2,3180,6079,0
18,Female,Self-employed,Akwa Ibom,365214,231625,31,Yes,266065,142823,87526,0,0,No,0,N/A,0,4001,4663,0
33,Female,Self-employed,Rivers,547151,281102,43,Yes,335443,205394,85790,2,1,No,0,N/A,0,4816,3621,0
25,Female,Employed,Enugu,105868,75852,13,Yes,56158,47088,19448,0,1,Yes,213915,Late,1,3654,4097,1
28,Female,Employed,Oyo,243999,210682,24,Yes,71175,156799,62218,4,0,No,0,N/A,0,6938,6747,0
21,Female,Self-employed,Edo,50000,42295,41,No,38808,22633,14592,2,2,No,0,N/A,0,3005,500,1
32,Female,Self-employed,Imo,358727,314243,21,No,17070,225077,119171,0,4,Yes,1381731,On-time,2,3398,4534,1
31,Female,Self-employed,Akwa Ibom,412617,307782,33,No,134791,189734,140032,0,0,No,0,N/A,0,4391,7730,0
18,Male,Employed,Abuja,333859,243132,38,Yes,220523,161552,137190,0,0,No,0,N/A,0,4443,3850,0
37,Male,Employed,Borno,586695,310523,38,No,343800,287770,153076,0,0,No,0,N/A,0,2442,500,0
30,Female,Employed,Plateau,425389,220674,27,Yes,247366,244310,71300,0,0,No,0,N/A,0,4646,3094,0
29,Male,Self-employed,Kano,416777,266634,44,No,316005,290790,158654,0,0,Yes,1018733,On-time,0,4714,7388,0
38,Female,Employed,Abuja,285054,205013,55,Yes,192588,129338,111021,1,0,No,0,N/A,0,3899,7593,0
33,Male,Self-employed,Cross River,497719,352693,13,Yes,194985,183023,95627,0,3,Yes,879539,Late,1,656,500,1
39,Female,Employed,Borno,142987,88471,30,Yes,108269,111257,49360,2,0,No,0,N/A,0,500,8640,0
24,Female,Employed,Lagos,412327,397489,25,Yes,8643,265487,195582,3,4,Yes,1814583,Late,2,2341,3639,1
51,Male,Employed,Anambra,466040,346517,36,No,298912,256385,154370,0,0,Yes,810130,On-time,0,2692,2974,0
40,Male,Self-employed,Cross River,169150,116489,26,Yes,117057,100125,32955,1,0,No,0,N/A,0,8750,5554,0
36,Female,Unemployed,Abuja,45921,38658,14,No,44288,25279,18516,1,1,Yes,170496,Late,3,4546,3865,1
30,Female,Employed,Borno,276913,143254,54,Yes,225295,128086,41122,1,0,No,0,N/A,0,6503,1265,0
25,Male,Employed,Ogun,207713,150477,24,Yes,231227,130299,78752,0,1,Yes,943487,Late,0,5053,500,0
35,Female,Self-employed,Rivers,268661,153851,29,No,143016,124025,67086,0,0,No,0,N/A,0,1247,3346,1
36,Female,Employed,Borno,444335,332371,32,Yes,231973,251476,114381,0,0,Yes,2438355,On-time,0,5412,500,0
18,Male,Self-employed,Rivers,50000,29585,27,No,166522,20780,11769,0,0,No,0,N/A,0,4244,3477,1
27,Female,Employed,Kwara,459690,333692,20,Yes,201529,364834,81287,0,0,No,0,N/A,0,2055,2015,0
32,Male,Employed,Lagos,455666,333122,37,Yes,320908,327214,101739,0,0,Yes,831936,On-time,0,3652,3654,0
19,Female,Employed,Borno,421963,315981,36,Yes,224587,301163,78276,0,0,No,0,N/A,0,4036,5729,0
34,Female,Unemployed,Abuja,62319,50336,40,No,30447,40279,13014,0,2,No,0,N/A,0,1687,10884,1
41,Male,Self-employed,Borno,232847,166076,46,No,87516,91350,85484,0,1,No,0,N/A,0,3449,9475,0
32,Female,Employed,Enugu,502776,265279,30,Yes,297591,335336,123798,0,0,No,0,N/A,0,5526,4738,0
32,Female,Employed,Enugu,161360,107498,38,Yes,201405,124048,28115,0,0,No,0,N/A,0,3278,4410,0
37,Male,Self-employed,Katsina,188758,125734,41,No,104936,92761,63652,0,1,No,0,N/A,0,4268,5799,0
18,Male,Self-employed,Kwara,50000,27721,64,No,174908,25795,8685,0,0,Yes,86148,On-time,1,6573,10013,1
36,Male,Employed,Delta,202615,152777,52,Yes,91061,89569,39377,2,1,Yes,387911,Late,1,6786,5654,0
31,Female,Self-employed,Borno,270850,143590,27,No,323980,138669,39087,0,0,No,0,N/A,0,2532,6905,0
39,Male,Employed,Bauchi,124816,75689,47,Yes,121977,92661,22567,0,0,No,0,N/A,0,3372,2238,0
22,Male,Employed,Osun,454149,300327,42,Yes,352112,271718,61997,0,2,No,0,N/A,0,3154,2013,0
31,Female,Employed,Anambra,159139,93039,49,Yes,250096,122781,18707,0,0,Yes,535297,On-time,0,3598,500,0
30,Female,Employed,Edo,413076,264587,20,Yes,321838,304522,95149,0,0,No,0,N/A,0,3090,7638,0
33,Female,Self-employed,Akwa Ibom,260820,160734,53,No,130247,92484,61472,0,1,No,0,N/A,0,2147,4892,0
36,Male,Self-employed,Lagos,587631,398303,39,No,260428,371552,170753,0,1,No,0,N/A,0,3949,4520,0
34,Male,Employed,Plateau,304480,210056,29,Yes,130921,95253,69444,0,0,No,0,N/A,0,3619,500,0
18,Male,Employed,Rivers,241225,258162,35,No,0,161835,123653,6,5,Yes,1147665,On-time,4,3681,1879,1
30,Female,Employed,Borno,363588,360727,55,Yes,976,139798,180264,4,5,Yes,1263171,Late,5,1239,1529,1
34,Female,Self-employed,Rivers,249108,170537,46,No,134374,77280,84027,0,1,Yes,1372164,On-time,0,1546,5748,0
44,Male,Employed,Delta,353427,307396,42,Yes,85073,170905,111571,0,1,Yes,1081512,Late,1,4268,3798,1
30,Male,Employed,Akwa Ibom,293347,187038,32,Yes,274174,210780,97241,0,0,No,0,N/A,0,7324,6261,0
23,Male,Employed,Borno,339035,203597,40,Yes,169345,177705,94377,0,0,Yes,1594170,Late,1,4910,4617,0
43,Male,Self-employed,Rivers,131966,88018,40,No,129421,41448,45039,0,0,No,0,N/A,0,4227,7007,0
48,Male,Self-employed,Borno,229083,226850,44,No,938,142301,117097,6,0,Yes,473796,Late,2,1420,5658,1
26,Female,Employed,Rivers,478075,294561,5,Yes,343759,320957,59207,0,0,Yes,828007,On-time,0,4167,500,1
38,Male,Self-employed,Osun,243831,145885,23,No,239291,90371,51783,0,1,Yes,628251,On-time,0,6685,4745,1
37,Male,Employed,Bauchi,450609,473090,40,Yes,0,283382,143435,0,2,Yes,869816,Late,2,2359,5423,0
30,Male,Employed,Kano,386471,311741,23,Yes,85919,212380,151289,1,1,No,0,N/A,0,5951,5521,0
26,Male,Employed,Akwa Ibom,260705,160376,12,Yes,153841,174957,90736,0,0,Yes,880914,On-time,0,1668,3062,0
30,Male,Self-employed,Anambra,180148,131897,8,No,181395,83089,26767,1,1,Yes,730793,Late,0,2419,500,0
36,Female,Unemployed,Plateau,63870,65551,18,No,0,27114,22901,1,5,Yes,189976,On-time,3,4961,1623,1
29,Female,Unemployed,Cross River,143085,139991,36,No,1645,44939,58284,3,3,Yes,196627,Late,1,3522,14209,1
47,Male,Employed,Abuja,341552,303861,44,Yes,49762,251803,155465,0,1,Yes,755535,On-time,1,7578,4924,0
32,Male,Employed,Osun,387911,289956,58,Yes,235276,242176,109318,0,1,No,0,N/A,0,2733,500,0
34,Male,Unemployed,Katsina,64723,47504,28,No,41041,22405,12459,1,4,Yes,309282,On-time,2,3068,4587,1
32,Female,Employed,Plateau,282864,153460,45,Yes,161502,183829,86540,0,0,No,0,N/A,0,5718,9626,0
30,Male,Self-employed,Plateau,177107,105927,29,No,116620,137975,56792,0,1,No,0,N/A,0,4537,4958,1
27,Male,Employed,Lagos,329907,263455,33,Yes,106245,204909,97004,0,0,Yes,377942,On-time,1,1458,2365,0
35,Male,Employed,Anambra,515063,380000,47,Yes,167762,237672,111942,2,2,Yes,3083588,Late,1,5221,4580,1
33,Male,Employed,Edo,470605,275433,48,Yes,383088,361795,85148,0,0,Yes,1075615,On-time,0,3141,7379,0
20,Male,Employed,Katsina,80000,55639,34,Yes,102422,51079,26534,1,1,Yes,202559,On-time,0,7491,6751,0
30,Female,Employed,Ogun,209908,107777,18,Yes,237120,138758,23531,0,0,Yes,1231134,On-time,0,5379,7800,0
36,Female,Self-employed,Ogun,432518,294057,39,No,275090,246594,96254,0,1,Yes,1978469,On-time,0,2098,4655,0
37,Female,Employed,Delta,503344,343096,34,Yes,285674,343023,187072,1,0,No,0,N/A,0,5971,5706,0
28,Male,Employed,Lagos,177701,89579,32,Yes,147545,70442,26001,0,0,No,0,N/A,0,2901,500,0
36,Female,Self-employed,Imo,58868,32086,9,No,94124,37520,13924,0,0,No,0,N/A,0,8454,2794,0
30,Female,Employed,Anambra,412917,297377,43,Yes,141833,250440,69989,1,1,No,0,N/A,0,4746,3150,0
36,Female,Self-employed,Akwa Ibom,282570,178493,42,No,264724,109200,49586,0,0,Yes,1452748,On-time,0,7324,9042,0
41,Female,Self-employed,Enugu,228703,170158,20,No,100310,91573,81349,0,0,Yes,1368488,On-time,1,2496,500,0
36,Female,Employed,Bauchi,603420,303162,29,Yes,404874,354530,64359,0,0,No,0,N/A,0,3466,2463,0
30,Female,Employed,Enugu,646037,475336,21,Yes,211624,351072,104000,2,1,No,0,N/A,0,5291,7404,1
31,Male,Employed,Kwara,475018,353029,39,Yes,158285,367341,211297,1,0,Yes,1239919,On-time,0,2013,10294,0
30,Male,Self-employed,Cross River,50000,26610,19,No,49577,15391,9353,0,1,Yes,144091,On-time,0,3368,500,0
25,Male,Employed,Imo,319694,188052,42,No,231735,140387,105224,0,0,No,0,N/A,0,1771,3874,0
37,Female,Self-employed,Kwara,103179,110901,21,No,0,58790,22274,4,2,Yes,272575,Late,3,8474,500,1
36,Male,Employed,Oyo,332987,198474,14,No,217780,162482,75147,0,0,No,0,N/A,0,2374,2540,1
38,Male,Self-employed,Borno,237898,175884,5,No,195605,83954,66872,0,1,No,0,N/A,0,5405,6601,1
44,Male,Employed,Kano,80000,63778,44,Yes,23345,24389,28151,0,1,Yes,171495,On-time,1,7416,2626,0
25,Male,Employed,Abuja,284480,202208,33,Yes,243677,172274,80484,0,0,Yes,422669,Late,0,4786,500,1
43,Male,Employed,Enugu,253901,213888,37,Yes,53956,76822,98125,2,1,Yes,332679,On-time,1,6258,4539,0
43,Female,Self-employed,Kano,336827,271010,42,No,88218,252822,81517,2,2,Yes,1289577,On-time,0,3077,6723,1
33,Male,Employed,Imo,657512,521996,5,Yes,161205,509785,269719,0,3,No,0,N/A,0,6133,10130,0
33,Male,Employed,Bauchi,651710,461220,38,Yes,243917,375328,272749,0,0,Yes,1472464,On-time,0,3152,6083,0
27,Female,Employed,Bauchi,453767,403280,67,Yes,62171,350636,169512,0,0,Yes,781686,Late,2,7069,3880,1
26,Male,Employed,Edo,407507,229114,8,Yes,199555,215089,88985,0,1,No,0,N/A,0,3056,879,0
40,Female,Employed,Enugu,228536,121053,31,Yes,292095,175828,52105,0,0,No,0,N/A,0,5172,1230,0
30,Female,Employed,Kaduna,151615,90790,32,Yes,138982,56561,20160,0,1,No,0,N/A,0,2352,895,0
21,Male,Employed,Akwa Ibom,447833,273326,47,Yes,289912,240621,114334,0,0,Yes,1584297,On-time,0,6729,4354,0
26,Female,Employed,Bauchi,102342,51231,42,Yes,225307,69207,10853,0,0,Yes,152709,On-time,0,5294,7559,0
35,Male,Unemployed,Delta,70526,76360,28,No,0,31612,45155,3,4,Yes,181381,Late,4,4985,5687,1
30,Female,Employed,Enugu,236620,158362,16,Yes,186298,92666,79343,0,1,Yes,641835,On-time,0,4562,6436,0
18,Female,Self-employed,Borno,302749,314496,44,No,0,208340,68119,1,3,No,0,N/A,0,2260,2123,1
26,Female,Employed,Cross River,456311,312505,37,Yes,164722,353060,85539,1,0,Yes,1261965,On-time,1,4261,6854,0
39,Female,Employed,Kano,178963,127940,10,Yes,74585,123900,65559,0,3,No,0,N/A,0,5194,2857,0
32,Male,Employed,Plateau,473401,353620,42,Yes,157127,202493,158460,0,0,Yes,1762501,Late,0,500,4485,1
46,Female,Self-employed,Kaduna,143682,122416,34,No,6631,71395,68857,2,1,Yes,325437,On-time,3,4460,1866,1
46,Female,Unemployed,Anambra,20486,17410,25,No,30290,14647,3731,3,1,Yes,31252,On-time,1,873,1857,1
23,Male,Employed,Delta,459180,327360,25,Yes,198344,230365,191902,0,2,No,0,N/A,0,1348,10679,0
35,Female,Employed,Kwara,406217,350444,27,Yes,84837,181711,169525,0,1,Yes,772545,On-time,0,5476,3006,0
41,Female,Employed,Borno,399776,207058,30,Yes,331135,269638,65449,0,0,Yes,1943295,On-time,0,6169,3850,0
31,Male,Self-employed,Cross River,50000,37395,66,No,176181,18236,22078,0,0,Yes,167302,On-time,1,2277,5926,0
27,Female,Employed,Katsina,80000,47734,29,No,189950,27728,14862,0,2,No,0,N/A,0,1537,2668,0
28,Male,Employed,Kwara,315443,164003,47,Yes,278564,178360,62838,0,1,Yes,602299,On-time,0,4231,9818,0
38,Male,Self-employed,Imo,574320,372911,33,No,297646,395507,124776,0,0,Yes,647783,On-time,0,2669,7903,0
30,Female,Unemployed,Ogun,74500,66677,30,No,3322,43203,27564,1,3,Yes,403061,Late,2,7672,8506,1
47,Female,Employed,Imo,344780,180169,26,Yes,358534,248455,87593,0,1,Yes,1273796,On-time,0,2909,6458,0
36,Female,Self-employed,Osun,50000,36364,11,No,55216,31177,14022,0,1,No,0,N/A,0,4564,6468,0
31,Female,Self-employed,Kwara,367277,313913,22,No,29621,189340,84683,4,3,No,0,N/A,0,3544,3031,1
35,Male,Self-employed,Bauchi,50000,54355,5,No,0,17194,12635,6,3,Yes,262717,Late,3,1237,6014,1
47,Male,Self-employed,Akwa Ibom,334826,337923,5,Yes,0,208745,149369,0,3,Yes,967344,Late,3,866,7370,1
31,Female,Self-employed,Rivers,243523,185323,28,No,106674,194671,90450,2,4,No,0,N/A,0,4427,1708,1
24,Female,Employed,Kwara,687513,698528,52,Yes,0,380526,238044,1,0,Yes,1981890,Late,4,6217,2951,1
30,Male,Employed,Plateau,220114,114723,26,Yes,181599,70302,39130,0,1,Yes,231151,On-time,0,918,8643,0
19,Male,Employed,Kaduna,483646,263955,20,Yes,411631,342817,58851,0,0,No,0,N/A,0,5403,5061,0
31,Male,Employed,Enugu,124185,91475,32,Yes,215139,96539,53918,0,0,Yes,191184,On-time,0,4246,6424,0
23,Male,Employed,Kaduna,315958,262772,28,Yes,70774,147553,125072,0,2,Yes,821217,On-time,0,4152,3733,0
28,Female,Self-employed,Borno,209651,111936,22,No,234425,165151,25286,0,0,No,0,N/A,0,1152,1254,0
34,Female,Employed,Edo,567325,477879,12,Yes,139377,282452,182694,2,2,No,0,N/A,0,3608,2867,0
18,Male,Employed,Ogun,485964,350069,40,Yes,159065,267106,160638,0,2,No,0,N/A,0,3387,5672,0
30,Female,Employed,Lagos,451205,393459,47,Yes,101556,216570,162519,0,2,Yes,677118,On-time,1,7605,1705,1
18,Male,Self-employed,Cross River,329475,207312,40,No,160462,244362,50047,0,0,Yes,1971788,On-time,0,7086,7969,0
40,Female,Employed,Imo,547968,547305,34,Yes,222,331230,123141,1,2,Yes,712396,Late,4,2706,5556,1
47,Female,Employed,Oyo,362127,322710,20,Yes,58067,158555,121821,0,2,No,0,N/A,0,5031,8114,0
33,Female,Employed,Kano,207187,115436,35,Yes,265016,132782,45036,0,0,Yes,652917,On-time,1,2759,500,0
29,Male,Employed,Kaduna,527660,298875,32,Yes,427318,401791,126083,0,0,No,0,N/A,0,4615,5326,1
27,Female,Self-employed,Imo,152811,111026,48,No,90778,47645,65969,2,1,Yes,656780,Late,0,8263,6779,1
38,Female,Employed,Osun,319648,192707,52,Yes,314561,223435,55612,0,0,No,0,N/A,0,7660,4171,0
35,Male,Employed,Borno,436068,227575,44,Yes,291323,346612,113462,1,1,No,0,N/A,0,5262,7977,0
20,Female,Self-employed,Osun,615523,382562,51,No,277324,253711,95744,1,0,No,0,N/A,0,3502,9435,1
34,Male,Employed,Borno,316971,183411,19,Yes,189330,133538,100627,0,0,No,0,N/A,0,5649,3906,0
36,Female,Unemployed,Abuja,76393,68244,28,No,36533,56495,30418,0,0,Yes,393831,On-time,0,2659,3101,1
20,Female,Employed,Borno,198910,116306,65,Yes,256647,91571,40914,1,0,Yes,438873,On-time,0,4144,5777,1
37,Male,Employed,Enugu,617603,449020,31,Yes,328193,347462,137099,0,0,No,0,N/A,0,4657,6011,0
35,Male,Self-employed,Kaduna,50000,46143,39,No,2562,38753,21200,2,4,Yes,293450,Late,2,6297,5442,1
36,Female,Unemployed,Akwa Ibom,97945,96790,35,No,505,40132,30644,6,2,No,0,N/A,0,4612,1911,1
33,Male,Self-employed,Osun,262373,284016,41,No,0,146518,77429,1,5,Yes,1026172,On-time,0,3125,5956,1
19,Male,Self-employed,Delta,131247,96700,34,No,60804,73430,38937,0,0,No,0,N/A,0,500,5667,0
24,Female,Employed,Oyo,80000,57976,31,Yes,33083,55619,25919,2,2,Yes,88159,On-time,0,1879,3803,1
35,Female,Employed,Anambra,300493,157383,39,Yes,209585,141088,54384,0,0,No,0,N/A,0,3835,3885,0
19,Female,Self-employed,Kwara,403207,415843,23,No,0,175172,148396,0,2,No,0,N/A,0,3372,1086,1
21,Male,Employed,Delta,354429,240910,39,Yes,294418,173344,55562,0,1,No,0,N/A,0,2463,5997,0
39,Female,Employed,Enugu,357843,219794,31,Yes,245204,183536,46227,0,0,No,0,N/A,0,5147,3824,1
28,Male,Employed,Borno,317489,182062,44,Yes,306167,240306,100294,0,1,No,0,N/A,0,2945,5631,0
35,Male,Employed,Lagos,455628,308988,39,Yes,244104,356218,149403,0,1,Yes,2275468,On-time,1,4815,1952,0
23,Male,Self-employed,Kaduna,450089,387448,7,No,101301,141343,121839,0,0,No,0,N/A,0,3418,8451,0
26,Male,Employed,Kano,251269,221366,34,Yes,45517,180288,111297,0,2,Yes,841327,On-time,2,2842,3424,0
41,Male,Self-employed,Ogun,169221,147121,38,No,7300,90060,52771,4,2,Yes,902504,Late,0,1677,500,1
21,Male,Employed,Enugu,440766,274470,47,Yes,355241,224558,103341,0,1,No,0,N/A,0,3173,7746,0
40,Female,Self-employed,Osun,284607,311279,27,No,0,89679,148395,1,1,Yes,1372557,Late,1,3313,4605,1
39,Male,Self-employed,Imo,249434,181804,47,No,242201,131851,101447,0,2,Yes,888858,On-time,0,6794,8720,0
22,Male,Employed,Abuja,420371,336773,12,Yes,109510,130553,197720,1,1,Yes,1983312,On-time,0,3870,4297,0
40,Female,Self-employed,Katsina,219757,197156,35,No,8610,94124,106504,0,0,No,0,N/A,0,1100,6847,1
31,Male,Self-employed,Rivers,204617,152873,32,No,137264,147828,42622,0,0,No,0,N/A,0,6374,6193,0
25,Female,Employed,Imo,410547,229472,62,Yes,329421,257697,84139,0,0,No,0,N/A,0,5433,1909,0
31,Female,Employed,Osun,519665,362275,21,Yes,281043,239901,89201,1,0,No,0,N/A,0,8896,4671,0
32,Female,Employed,Oyo,333205,238879,46,Yes,130861,219300,57839,0,1,Yes,438116,Late,0,4204,5827,0
28,Male,Employed,Kwara,292629,161494,67,Yes,163392,207651,71409,0,1,Yes,349878,On-time,0,3946,8775,0
25,Male,Unemployed,Cross River,32502,22076,40,No,144991,10931,6008,0,0,No,0,N/A,0,4774,5779,0
42,Male,Self-employed,Anambra,179752,100576,31,No,185719,84978,39423,1,1,No,0,N/A,0,1422,8272,0
22,Male,Employed,Plateau,385966,206401,40,Yes,317913,292699,103620,0,0,No,0,N/A,0,4452,2712,1
33,Male,Employed,Lagos,143813,101594,22,Yes,177479,62809,52634,0,0,No,0,N/A,0,3201,3581,0
29,Female,Self-employed,Plateau,288994,159275,33,No,267725,175835,40112,1,0,Yes,354369,On-time,0,8584,10084,0
39,Female,Employed,Lagos,229031,155356,42,Yes,124029,81800,82995,0,1,Yes,950211,Late,0,4772,964,0
31,Male,Employed,Oyo,296602,183227,41,Yes,301564,153948,81046,0,0,No,0,N/A,0,8075,500,0
46,Female,Self-employed,Oyo,339388,247887,11,No,130428,201400,89239,0,1,No,0,N/A,0,5372,6505,0
37,Male,Self-employed,Borno,497430,372328,19,Yes,152659,267116,179468,1,1,No,0,N/A,0,2488,10737,0
30,Male,Employed,Anambra,265594,210900,38,Yes,86227,200925,108284,0,1,Yes,346077,Late,0,3219,7585,0
32,Female,Employed,Lagos,294446,182237,43,Yes,238021,161211,67848,0,0,Yes,507585,On-time,0,4052,8037,0
19,Male,Self-employed,Borno,128612,65693,34,Yes,165119,43037,26521,0,0,No,0,N/A,0,5567,1103,0
31,Female,Employed,Ogun,359973,190816,41,Yes,338788,262420,109149,0,0,Yes,371895,On-time,0,5574,7278,0
32,Female,Employed,Lagos,207061,185648,32,Yes,59685,74264,78681,0,1,Yes,748399,On-time,2,3772,500,0
50,Female,Employed,Imo,408872,226893,41,Yes,268126,282529,104477,0,1,Yes,1995365,On-time,0,3483,3996,0
32,Male,Employed,Lagos,267946,159164,22,Yes,188736,182758,92469,0,0,Yes,1256398,On-time,1,4805,7367,0
44,Male,Employed,Cross River,577425,390073,10,Yes,380555,207295,219093,0,0,No,0,N/A,0,4417,10953,0
30,Female,Employed,Imo,539751,369525,20,Yes,222994,243822,108556,0,0,No,0,N/A,0,3470,5657,0
38,Female,Self-employed,Cross River,108618,72852,5,Yes,115158,79986,38123,0,1,No,0,N/A,0,5934,4176,1
26,Male,Employed,Abuja,234114,123925,46,Yes,245366,138088,57669,0,0,No,0,N/A,0,2019,4820,0
32,Male,Unemployed,Imo,37798,41458,43,No,0,24117,15019,6,3,Yes,186077,Late,4,4930,8748,1
28,Male,Employed,Edo,183629,147949,28,Yes,47764,106604,59735,0,1,Yes,858515,On-time,0,4006,6768,0
32,Female,Employed,Anambra,292096,181336,23,Yes,141826,209007,47943,0,2,No,0,N/A,0,1448,2223,0
50,Female,Unemployed,Katsina,52026,46809,30,No,32052,30590,23061,1,0,Yes,224497,Late,3,3734,4376,1
20,Male,Self-employed,Edo,555377,424175,24,No,153795,436156,91661,0,1,Yes,1538248,Late,0,1299,3666,1
27,Male,Self-employed,Akwa Ibom,363982,317179,31,Yes,79159,197610,107861,1,0,No,0,N/A,0,3508,5020,0
38,Male,Self-employed,Cross River,445665,379727,32,No,32052,183399,225773,2,3,Yes,1891454,Late,0,4997,6995,1
35,Female,Employed,Imo,482733,310798,26,Yes,357927,246462,148506,2,2,Yes,935082,On-time,0,5115,4141,0
35,Female,Self-employed,Osun,594892,473201,38,No,146922,242929,189259,1,2,Yes,3294273,On-time,1,7156,3507,1
23,Female,Employed,Akwa Ibom,517068,324738,12,Yes,362089,223728,89973,0,1,Yes,1106654,On-time,1,5483,500,0
18,Female,Unemployed,Akwa Ibom,44911,32327,38,No,52682,24998,10722,2,2,No,0,N/A,0,5686,6387,0
32,Female,Self-employed,Osun,432295,243879,55,No,298245,141414,64783,0,0,No,0,N/A,0,2461,2599,0
35,Female,Employed,Edo,275322,179273,5,Yes,144319,212522,52448,0,0,Yes,531512,On-time,0,4814,2290,0
37,Female,Employed,Ogun,177162,122162,32,Yes,120119,61227,42925,0,1,Yes,1010671,On-time,0,6708,1300,0
30,Male,Employed,Rivers,194977,144139,38,Yes,212183,153213,58818,0,0,No,0,N/A,0,4373,4633,0
41,Male,Employed,Katsina,237819,256413,24,Yes,0,76852,132506,2,3,Yes,1093038,Late,2,3528,991,1
35,Female,Employed,Osun,161630,112660,40,Yes,173435,115668,62184,2,1,Yes,842071,On-time,0,3604,4324,0
21,Male,Employed,Anambra,171233,154765,29,Yes,12960,57317,53715,2,3,Yes,713886,Late,5,5429,8246,1
44,Male,Employed,Borno,285854,151192,57,Yes,330290,196961,68421,1,0,No,0,N/A,0,5999,3433,0
33,Male,Unemployed,Anambra,57767,59843,33,No,0,37632,35468,3,2,No,0,N/A,0,2230,5044,1
40,Male,Employed,Imo,361203,323389,5,Yes,66510,278718,106679,0,0,Yes,543689,On-time,3,5552,4065,0
26,Female,Unemployed,Plateau,57568,60284,56,No,0,29783,24802,0,5,No,0,N/A,0,2630,10537,1
32,Male,Employed,Bauchi,508490,364290,56,Yes,219198,221187,172197,0,0,No,0,N/A,0,6009,7975,1
22,Male,Unemployed,Enugu,96077,96082,26,No,0,52664,42961,4,3,No,0,N/A,0,6394,4868,1
38,Female,Unemployed,Edo,71657,59989,31,No,24657,38879,27123,0,0,No,0,N/A,0,4573,5052,1
29,Male,Employed,Katsina,397785,237463,51,Yes,359850,137958,127568,0,0,No,0,N/A,0,6364,10542,0
19,Female,Employed,Oyo,80000,59224,31,Yes,89634,49615,13557,0,2,No,0,N/A,0,3650,500,1
36,Female,Employed,Bauchi,312128,232721,69,Yes,212651,117722,57636,0,0,Yes,532713,On-time,0,5863,2843,0
35,Male,Self-employed,Abuja,481926,350504,43,No,169425,331432,205381,0,0,Yes,2706726,Late,0,4408,5964,0
18,Male,Employed,Plateau,80000,45630,35,Yes,166752,39381,17635,0,0,No,0,N/A,0,2721,663,0
38,Male,Self-employed,Cross River,190106,141090,28,No,95290,70794,80651,0,0,Yes,557742,On-time,1,3816,3329,1
41,Female,Employed,Kaduna,148417,115869,30,Yes,71235,85996,45905,0,1,No,0,N/A,0,4753,4778,0
42,Female,Employed,Bauchi,772202,442746,53,Yes,389140,515594,98934,0,0,No,0,N/A,0,5200,8246,0
24,Male,Employed,Abuja,355630,192807,47,Yes,198366,200489,88786,1,1,Yes,1910351,On-time,0,4558,6629,0
39,Female,Self-employed,Borno,384837,239591,12,No,286371,287226,87158,1,0,No,0,N/A,0,4656,10222,0
37,Female,Self-employed,Abuja,186670,148339,53,No,49533,58334,54484,0,1,Yes,677778,On-time,0,4492,5060,0
41,Female,Employed,Kano,744219,526836,46,Yes,265317,363849,221393,0,1,Yes,978623,On-time,0,1563,500,0
36,Female,Employed,Delta,342296,178991,48,Yes,267261,146100,86328,0,0,No,0,N/A,0,6100,3935,0
32,Female,Self-employed,Oyo,513242,540987,27,Yes,0,202275,267961,5,3,Yes,2039711,Late,2,4950,2992,1
49,Female,Employed,Oyo,385605,345529,26,Yes,15618,173420,179203,3,1,Yes,1716049,On-time,2,4308,500,1
24,Male,Self-employed,Katsina,50000,44254,9,Yes,41209,29631,10024,1,0,No,0,N/A,0,5468,7020,0
24,Male,Self-employed,Osun,570556,482052,48,No,107951,377384,138378,2,1,Yes,578113,Late,2,6210,6859,1
